block time,run time,fcv1_i,extraction_i,bias_i,inj_mbar,ext_mbar,inj_i,ext_i,mid_i,sext_i,x_ray_source
0.0,3237.726,234.678,3.4169,4.2543,1.02e-07,7.51e-09,129.71,102.12,105.06,270.01,3.6
1.1,3238.776,225.901,3.3465,4.2543,1.02e-07,7.58e-09,129.72,102.13,105.06,270.0,3.6
2.1,3239.81,239.156,3.3136,3.8476,1.02e-07,7.67e-09,129.72,102.13,105.06,269.99,3.6
3.1,3240.84,220.927,3.3043,4.0979,1.02e-07,7.58e-09,129.72,102.13,105.06,269.99,3.6
4.2,3241.892,226.021,3.3305,4.0353,1.01e-07,7.66e-09,129.72,102.13,105.07,270.0,3.6
5.2,3242.927,224.521,3.3362,4.004,1.02e-07,7.63e-09,129.72,102.14,105.06,270.0,3.6
6.2,3243.975,233.41,3.3887,4.1917,1.02e-07,7.53e-09,129.72,102.14,105.06,270.0,3.6
7.3,3245.005,225.375,3.3456,4.223,1.02e-07,7.5e-09,129.72,102.14,105.06,269.99,3.6
8.3,3246.038,222.484,3.385,4.223,1.02e-07,7.55e-09,129.71,102.13,105.06,269.99,3.6
9.4,3247.086,223.809,3.3296,3.9727,1.02e-07,7.65e-09,129.71,102.14,105.06,269.99,3.6
10.4,3248.123,230.502,3.2996,4.442,1.02e-07,7.58e-09,129.71,102.13,105.06,269.99,3.6
11.5,3249.178,230.115,3.2977,4.1917,1.02e-07,7.55e-09,129.71,102.14,105.06,270.0,3.6
12.5,3250.233,223.194,3.2939,4.1604,1.02e-07,7.54e-09,129.71,102.14,105.07,270.0,3.6
13.6,3251.299,205.929,3.3409,4.1292,1.02e-07,7.6e-09,129.71,102.14,105.07,270.01,3.6
14.7,3252.38,231.154,3.3277,4.3481,1.02e-07,7.51e-09,129.7,102.14,105.06,269.99,3.6
15.7,3253.438,224.337,3.3221,4.2543,1.02e-07,7.59e-09,129.7,102.13,105.06,269.99,3.6
16.8,3254.488,223.607,3.3493,4.2856,1.02e-07,7.66e-09,129.7,102.13,105.06,270.0,3.6
17.8,3255.522,224.536,3.3502,3.9415,1.02e-07,7.58e-09,129.69,102.13,105.06,270.0,3.6
18.9,3256.58,226.947,3.2686,4.1292,1.02e-07,7.51e-09,129.69,102.13,105.06,270.0,3.6
19.9,3257.621,229.031,3.2573,4.223,1.02e-07,7.51e-09,129.69,102.13,105.06,270.01,3.6
20.9,3258.671,229.008,3.2686,4.004,1.02e-07,7.55e-09,129.69,102.13,105.07,270.0,3.2
22.0,3259.703,226.648,3.369,4.2856,1.02e-07,7.63e-09,129.69,102.13,105.07,269.99,3.2
23.0,3260.736,221.339,3.3343,4.2543,1.02e-07,7.61e-09,129.69,102.13,105.07,269.99,3.2
24.1,3261.797,217.52,3.2724,4.2856,1.02e-07,7.5e-09,129.69,102.14,105.06,269.99,3.2
25.1,3262.835,231.982,3.3108,4.0353,1.02e-07,7.6e-09,129.7,102.13,105.06,270.01,3.2
26.2,3263.896,231.081,3.293,4.2856,1.02e-07,7.51e-09,129.69,102.14,105.06,270.01,3.2
27.2,3264.931,223.585,3.2921,4.3168,1.02e-07,7.52e-09,129.69,102.14,105.06,270.02,3.2
28.3,3265.99,219.198,3.3578,4.0666,1.02e-07,7.56e-09,129.69,102.14,105.06,269.99,3.2
29.3,3267.028,212.614,3.2986,4.3794,1.02e-07,7.63e-09,129.69,102.13,105.07,269.99,3.2
30.4,3268.079,223.835,3.263,4.3481,1.02e-07,7.63e-09,129.69,102.13,105.06,269.99,3.2
31.4,3269.121,237.617,3.293,4.0666,1.02e-07,7.53e-09,129.69,102.13,105.06,269.99,3.6
32.4,3270.152,229.77,3.3305,4.1292,1.02e-07,7.52e-09,129.7,102.13,105.07,270.0,3.6
33.5,3271.213,211.136,3.3033,3.7538,1.02e-07,7.56e-09,129.7,102.14,105.07,270.01,3.6
34.5,3272.243,221.186,3.3334,4.0666,1.02e-07,7.65e-09,129.7,102.13,105.06,270.0,3.6
35.6,3273.29,225.971,3.3502,4.1292,1.02e-07,7.6e-09,129.7,102.13,105.06,270.0,3.6
36.6,3274.325,225.389,3.3606,4.0979,1.02e-07,7.49e-09,129.7,102.14,105.06,269.99,3.6
37.7,3275.38,218.769,3.2583,4.3481,1.02e-07,7.55e-09,129.69,102.14,105.06,270.0,3.6
38.7,3276.414,225.413,3.3108,4.1604,1.02e-07,7.5e-09,129.7,102.13,105.06,269.99,3.6
39.7,3277.451,231.19,3.324,4.1604,1.02e-07,7.5e-09,129.69,102.14,105.06,270.0,3.6
40.8,3278.496,226.241,3.3653,4.004,1.02e-07,7.55e-09,129.69,102.14,105.06,270.01,3.6
41.8,3279.527,235.113,3.2498,4.3168,1.02e-07,7.65e-09,129.69,102.14,105.06,270.0,3.6
42.9,3280.578,216.782,3.3531,4.0666,1.02e-07,7.59e-09,129.69,102.14,105.07,269.99,3.6
43.9,3281.611,232.201,3.3118,4.004,1.02e-07,7.52e-09,129.69,102.14,105.06,269.99,3.6
44.9,3282.649,221.808,3.338,4.1292,1.02e-07,7.52e-09,129.69,102.13,105.06,269.99,3.6
46.0,3283.701,222.577,3.3099,3.7851,1.02e-07,7.59e-09,129.69,102.13,105.06,270.01,3.6
47.0,3284.743,221.824,3.3305,4.1292,1.02e-07,7.65e-09,129.69,102.13,105.07,270.02,3.6
48.1,3285.797,222.401,3.308,4.442,1.02e-07,7.62e-09,129.69,102.13,105.07,270.01,3.6
49.1,3286.839,231.245,3.2817,4.1917,1.02e-07,7.63e-09,129.69,102.13,105.06,270.01,3.6
