block time,run time,fcv1_i,extraction_i,bias_i,inj_mbar,ext_mbar,inj_i,ext_i,mid_i,sext_i,x_ray_source
0.0,4639.72,245.956,3.3324,4.2543,1.04e-07,1.03e-08,125.01,102.81,104.09,270.0,3.2
1.0,4640.753,243.926,3.339,4.2856,1.04e-07,1.04e-08,125.01,102.81,104.09,269.99,3.2
2.1,4641.799,243.735,3.3352,4.223,1.04e-07,1.04e-08,125.01,102.8,104.09,269.99,3.2
3.1,4642.838,246.024,3.3277,4.4107,1.04e-07,1.04e-08,125.01,102.8,104.09,270.0,3.2
4.2,4643.887,243.575,3.3277,4.2543,1.04e-07,1.03e-08,125.01,102.8,104.08,270.01,3.2
5.2,4644.922,244.725,3.3362,4.2543,1.04e-07,1.03e-08,125.02,102.8,104.08,270.0,3.2
6.2,4645.955,242.172,3.3409,4.223,1.04e-07,1.04e-08,125.02,102.8,104.08,269.99,3.2
7.3,4647.005,243.476,3.3305,4.223,1.04e-07,1.04e-08,125.02,102.8,104.09,269.99,3.2
8.3,4648.055,244.857,3.3324,4.1917,1.04e-07,1.04e-08,125.03,102.8,104.09,269.99,3.2
9.4,4649.108,246.313,3.3362,4.3481,1.04e-07,1.05e-08,125.02,102.8,104.08,270.01,2.8
10.4,4650.162,245.85,3.3277,4.1604,1.04e-07,1.03e-08,125.02,102.8,104.09,270.01,2.8
11.5,4651.228,245.887,3.3502,4.3168,1.04e-07,1.03e-08,125.02,102.8,104.09,270.0,2.8
12.6,4652.296,246.934,3.3362,4.2856,1.04e-07,1.03e-08,125.03,102.8,104.09,269.99,2.8
13.6,4653.354,243.204,3.3155,4.2543,1.04e-07,1.04e-08,125.02,102.8,104.09,269.99,2.8
14.7,4654.402,247.828,3.3296,4.223,1.04e-07,1.05e-08,125.02,102.81,104.08,269.99,2.8
15.7,4655.437,246.21,3.3334,4.3168,1.04e-07,1.02e-08,125.02,102.8,104.08,270.0,2.8
16.8,4656.488,247.943,3.323,4.3794,1.04e-07,1.03e-08,125.01,102.8,104.08,270.0,2.8
17.8,4657.522,248.074,3.3277,4.223,1.04e-07,1.03e-08,125.01,102.8,104.09,270.02,2.8
18.8,4658.562,245.216,3.3202,4.3168,1.04e-07,1.03e-08,125.01,102.8,104.08,269.99,2.8
19.9,4659.613,243.988,3.3315,4.3481,1.04e-07,1.03e-08,125.01,102.8,104.08,269.99,2.8
20.9,4660.645,243.093,3.3287,4.3481,1.04e-07,1.04e-08,125.01,102.81,104.09,269.99,2.8
22.0,4661.698,247.248,3.3268,4.223,1.04e-07,1.05e-08,125.0,102.8,104.08,270.0,2.8
23.0,4662.733,242.689,3.3277,4.2856,1.04e-07,1.04e-08,125.0,102.81,104.08,270.01,2.8
24.1,4663.786,245.619,3.3399,4.223,1.04e-07,1.03e-08,124.99,102.8,104.09,270.01,2.8
25.1,4664.816,242.692,3.3324,4.3794,1.04e-07,1.03e-08,124.99,102.8,104.08,270.0,2.8
26.1,4665.854,245.84,3.324,4.3794,1.04e-07,1.04e-08,124.99,102.8,104.09,269.99,2.8
27.2,4666.906,248.012,3.324,4.2856,1.04e-07,1.04e-08,124.99,102.8,104.09,269.99,2.8
28.2,4667.943,244.317,3.3258,4.3168,1.04e-07,1.04e-08,124.99,102.81,104.09,269.99,2.8
29.3,4668.992,247.904,3.3296,4.2856,1.04e-07,1.03e-08,124.99,102.8,104.08,269.99,2.8
30.3,4670.027,245.421,3.3174,4.223,1.04e-07,1.03e-08,124.99,102.8,104.08,269.99,2.8
31.3,4671.058,243.482,3.324,4.2543,1.04e-07,1.03e-08,124.99,102.8,104.08,270.01,2.8
32.4,4672.118,249.368,3.3371,4.2543,1.04e-07,1.03e-08,125.0,102.8,104.08,270.02,2.8
33.4,4673.155,249.761,3.3474,4.3481,1.04e-07,1.04e-08,125.0,102.8,104.09,270.0,2.8
34.5,4674.225,249.627,3.3409,4.223,1.04e-07,1.04e-08,125.0,102.8,104.09,270.0,2.8
