block time,run time,fcv1_i,extraction_i,bias_i,inj_mbar,ext_mbar,inj_i,ext_i,mid_i,sext_i,x_ray_source
0.0,6353.419,215.578,3.3127,4.6922,1.06e-07,7.3e-09,126.34,110.0,107.02,270.0,3.6
1.1,6354.505,219.249,3.2695,4.7548,1.06e-07,7.25e-09,126.34,110.0,107.01,269.99,3.6
2.2,6355.591,219.692,3.2799,4.8173,1.05e-07,7.29e-09,126.33,110.0,107.01,269.99,3.6
3.3,6356.672,212.06,3.2648,4.6922,1.05e-07,7.22e-09,126.34,110.0,107.01,270.0,3.6
4.4,6357.753,218.605,3.3014,4.7861,1.06e-07,7.14e-09,126.34,110.0,107.01,270.0,3.6
5.4,6358.82,216.572,3.2874,4.7235,1.06e-07,7.16e-09,126.34,110.0,107.01,270.01,3.6
6.5,6359.926,207.098,3.2817,4.6609,1.06e-07,7.24e-09,126.34,110.01,107.02,269.99,3.6
7.7,6361.067,218.109,3.2968,4.7548,1.05e-07,7.25e-09,126.35,110.0,107.02,270.0,3.6
8.8,6362.167,215.394,3.3005,4.7548,1.05e-07,7.26e-09,126.34,110.0,107.01,270.01,3.6
9.8,6363.226,214.097,3.323,4.8799,1.05e-07,7.3e-09,126.34,110.0,107.01,270.0,3.6
10.9,6364.305,217.566,3.262,5.1302,1.05e-07,7.25e-09,126.34,110.0,107.01,269.99,3.6
12.0,6365.379,218.49,3.3155,4.7548,1.05e-07,7.17e-09,126.35,110.0,107.01,269.99,3.6
13.1,6366.455,218.626,3.3099,4.6609,1.05e-07,7.18e-09,126.34,110.0,107.01,270.0,3.6
14.1,6367.519,212.337,3.2921,4.8173,1.05e-07,7.21e-09,126.34,110.0,107.01,270.01,3.6
15.2,6368.602,219.781,3.2789,4.8173,1.05e-07,7.13e-09,126.34,110.0,107.01,270.0,3.6
16.3,6369.682,216.0,3.2977,4.3481,1.05e-07,7.22e-09,126.35,110.0,107.01,270.0,3.6
17.4,6370.756,221.674,3.3146,4.7235,1.05e-07,7.29e-09,126.34,110.0,107.01,269.99,3.6
18.4,6371.821,217.288,3.3024,4.6609,1.06e-07,7.2e-09,126.34,110.0,107.02,269.99,3.6
19.5,6372.93,215.579,3.2517,4.8173,1.05e-07,7.16e-09,126.34,110.0,107.01,270.0,3.6
20.7,6374.064,210.532,3.2911,4.7548,1.05e-07,7.26e-09,126.34,110.0,107.01,270.0,3.6
21.8,6375.161,220.199,3.2752,4.7548,1.06e-07,7.15e-09,126.34,110.0,107.01,270.0,3.6
22.8,6376.233,215.971,3.2827,4.8173,1.05e-07,7.16e-09,126.34,110.0,107.01,269.99,3.6
23.9,6377.321,219.871,3.2864,4.8799,1.05e-07,7.24e-09,126.34,110.0,107.02,269.99,3.6
25.0,6378.393,218.703,3.2817,4.8173,1.05e-07,7.31e-09,126.34,110.0,107.01,269.99,3.6
26.1,6379.469,211.957,3.2864,4.5984,1.06e-07,7.24e-09,126.34,110.0,107.02,270.01,3.6
27.1,6380.531,217.256,3.2414,4.7548,1.06e-07,7.29e-09,126.34,110.0,107.02,270.01,3.6
28.2,6381.608,212.174,3.2949,4.5984,1.05e-07,7.23e-09,126.34,110.0,107.01,269.99,3.6
29.3,6382.681,216.067,3.3033,4.6922,1.06e-07,7.13e-09,126.34,110.0,107.01,270.0,3.6
30.4,6383.759,214.88,3.2874,4.6922,1.05e-07,7.17e-09,126.34,110.0,107.01,269.99,3.6
31.4,6384.819,216.206,3.2874,4.8486,1.05e-07,7.24e-09,126.34,110.0,107.01,270.0,3.6
32.5,6385.915,206.392,3.2949,4.9112,1.05e-07,7.28e-09,126.34,110.0,107.01,269.99,3.6
33.6,6387.033,213.499,3.2686,4.5984,1.05e-07,7.23e-09,126.34,110.0,107.01,270.0,3.6
34.8,6388.154,156.695,3.3108,4.6609,1.05e-07,7.28e-09,126.34,110.0,107.01,270.0,3.6
35.8,6389.223,209.409,3.2817,4.7548,1.06e-07,7.26e-09,126.34,110.0,107.01,270.0,3.6
36.9,6390.303,217.709,3.3202,4.6609,1.06e-07,7.15e-09,126.34,110.0,107.02,270.0,3.6
38.0,6391.377,218.328,3.3071,5.1927,1.05e-07,7.14e-09,126.35,110.0,107.02,269.99,3.6
39.1,6392.461,218.941,3.2846,4.6922,1.05e-07,7.21e-09,126.34,110.0,107.01,269.99,3.6
40.1,6393.521,213.384,3.2733,4.6297,1.05e-07,7.15e-09,126.34,110.0,107.0,270.01,3.6
41.2,6394.599,218.685,3.3136,4.7235,1.05e-07,7.19e-09,126.34,110.0,107.0,270.0,3.6
42.3,6395.675,215.258,3.2986,4.7235,1.06e-07,7.3e-09,126.34,110.0,107.01,270.0,3.6
43.3,6396.734,218.368,3.2958,4.6922,1.05e-07,7.23e-09,126.34,110.0,107.01,270.0,3.6
44.4,6397.819,217.525,3.3108,5.0676,1.05e-07,7.13e-09,126.34,110.0,107.02,269.99,3.6
45.5,6398.921,213.484,3.3136,4.6609,1.06e-07,7.13e-09,126.34,110.0,107.02,269.99,3.6
46.6,6400.032,209.045,3.2836,4.6922,1.05e-07,7.15e-09,126.34,110.0,107.01,270.0,3.6
47.7,6401.138,213.421,3.3136,4.7548,1.06e-07,7.16e-09,126.34,110.0,107.02,270.0,3.6
48.8,6402.217,218.952,3.2883,4.7235,1.05e-07,7.19e-09,126.34,110.0,107.01,270.0,3.6
49.9,6403.299,214.736,3.2996,4.5671,1.05e-07,7.28e-09,126.34,110.0,107.01,269.99,3.6
51.0,6404.371,222.953,3.2902,4.6297,1.06e-07,7.27e-09,126.34,110.0,107.02,269.99,3.6
52.0,6405.434,223.176,3.3118,4.7548,1.06e-07,7.15e-09,126.34,110.0,107.02,269.99,3.6
53.1,6406.515,217.836,3.2968,4.7235,1.05e-07,7.14e-09,126.34,110.0,107.02,270.0,3.6
54.2,6407.601,219.984,3.2846,4.6609,1.06e-07,7.18e-09,126.34,110.0,107.01,270.01,3.6
55.3,6408.681,210.375,3.2592,4.6922,1.05e-07,7.13e-09,126.34,110.0,107.01,269.99,3.6
56.4,6409.756,215.508,3.3146,4.6922,1.05e-07,7.2e-09,126.34,110.0,107.01,269.99,3.6
57.4,6410.823,212.692,3.2602,4.7548,1.05e-07,7.29e-09,126.34,110.0,107.01,269.99,3.6
58.5,6411.906,218.42,3.2724,4.7861,1.05e-07,7.23e-09,126.34,110.0,107.02,270.0,3.6
59.6,6413.029,217.382,3.2902,4.7861,1.05e-07,7.27e-09,126.34,110.0,107.01,270.0,3.6
