block time,run time,fcv1_i,extraction_i,bias_i,inj_mbar,ext_mbar,inj_i,ext_i,mid_i,sext_i,x_ray_source
0.0,10726.765,177.607,3.2939,6.0686,1.03e-07,1.28e-08,120.01,102.01,100.85,270.0,2.8
1.1,10727.866,184.388,3.3005,6.0373,1.03e-07,1.27e-08,120.01,102.02,100.86,270.0,2.8
2.2,10728.945,186.565,3.3165,6.0686,1.04e-07,1.27e-08,120.01,102.01,100.85,270.01,2.8
3.3,10730.027,185.624,3.2883,6.0686,1.02e-07,1.27e-08,119.99,102.01,100.86,270.0,2.8
4.4,10731.088,180.719,3.309,6.0686,1.03e-07,1.27e-08,119.99,102.01,100.86,270.0,2.8
5.4,10732.169,183.299,3.3061,6.0686,1.04e-07,1.27e-08,120.0,102.01,100.85,269.99,2.8
6.5,10733.239,181.92,3.2752,6.0686,1.04e-07,1.27e-08,120.0,102.01,100.85,270.0,2.8
7.6,10734.319,180.433,3.2846,6.1624,1.03e-07,1.28e-08,119.99,102.01,100.85,270.0,2.8
8.7,10735.385,183.429,3.2874,6.006,1.02e-07,1.27e-08,120.0,102.01,100.85,270.0,3.2
9.7,10736.464,182.963,3.308,6.0373,1.03e-07,1.27e-08,119.99,102.01,100.85,270.01,3.2
10.8,10737.54,186.031,3.2902,6.0686,1.04e-07,1.26e-08,119.99,102.02,100.85,269.99,3.2
11.9,10738.637,185.316,3.2761,6.0999,1.04e-07,1.27e-08,119.99,102.02,100.86,269.99,3.2
13.0,10739.757,184.381,3.3043,6.0686,1.03e-07,1.27e-08,119.99,102.01,100.86,270.0,3.2
14.1,10740.866,185.659,3.3005,6.0686,1.04e-07,1.28e-08,120.01,102.02,100.85,270.0,3.2
15.2,10741.944,186.89,3.2949,6.0999,1.04e-07,1.28e-08,120.0,102.02,100.85,270.0,3.2
16.3,10743.029,184.248,3.309,6.0373,1.03e-07,1.27e-08,120.0,102.01,100.85,270.0,3.2
17.4,10744.098,178.921,3.3014,6.0999,1.03e-07,1.28e-08,120.0,102.01,100.85,270.0,3.2
18.5,10745.176,181.554,3.3108,6.0373,1.03e-07,1.27e-08,120.0,102.01,100.85,269.99,2.8
19.5,10746.248,182.557,3.2977,6.0999,1.04e-07,1.26e-08,120.0,102.01,100.85,269.99,2.8
20.6,10747.319,182.265,3.3033,6.0686,1.03e-07,1.27e-08,120.01,102.01,100.85,270.0,2.8
21.7,10748.376,184.274,3.3005,6.0373,1.03e-07,1.28e-08,120.01,102.01,100.86,270.01,2.8
22.7,10749.468,185.661,3.2977,6.0686,1.03e-07,1.28e-08,120.01,102.01,100.85,270.01,2.8
23.8,10750.54,185.046,3.3193,6.0999,1.04e-07,1.27e-08,120.01,102.01,100.85,269.99,2.8
24.9,10751.635,179.654,3.3014,6.0686,1.04e-07,1.28e-08,119.99,102.01,100.85,269.99,2.8
26.0,10752.754,180.615,3.3118,6.0686,1.04e-07,1.26e-08,120.01,102.02,100.86,269.99,2.8
