block time,run time,fcv1_i,extraction_i,bias_i,inj_mbar,ext_mbar,inj_i,ext_i,mid_i,sext_i,x_ray_source
0.0,1946.61,174.34,2.8172,6.1937,1.08e-07,6.07e-09,128.96,107.2,100.61,269.99,5.6
1.0,1947.646,185.428,3.0284,5.8184,1.08e-07,6.05e-09,128.96,107.2,100.61,270.0,5.6
2.1,1948.676,182.629,3.0481,5.7558,1.08e-07,6.05e-09,128.96,107.2,100.61,270.01,5.6
3.1,1949.732,175.221,2.9889,6.2563,1.08e-07,6.16e-09,128.97,107.2,100.61,270.01,5.6
4.2,1950.766,181.318,2.8763,6.3501,1.08e-07,6.17e-09,128.97,107.2,100.61,269.99,5.6
5.2,1951.815,163.907,3.0077,5.8496,1.08e-07,6.05e-09,128.96,107.2,100.61,269.99,5.6
6.2,1952.856,179.137,3.0424,5.7558,1.08e-07,6.04e-09,128.97,107.2,100.61,270.0,5.6
7.3,1953.928,169.727,3.0603,5.8184,1.08e-07,6.07e-09,128.97,107.2,100.61,270.0,5.6
8.4,1955.005,177.504,3.0096,5.8809,1.08e-07,6.04e-09,128.97,107.19,100.61,270.0,5.6
9.5,1956.065,182.26,2.8698,6.1624,1.08e-07,6.06e-09,128.97,107.19,100.61,269.99,6.0
10.5,1957.133,171.873,2.9965,5.8809,1.07e-07,6.18e-09,128.96,107.2,100.61,270.0,6.0
11.6,1958.172,157.793,3.0237,5.7871,1.08e-07,6.14e-09,128.96,107.2,100.61,269.99,6.0
12.6,1959.218,157.531,2.9233,6.1624,1.08e-07,6.07e-09,128.96,107.2,100.61,269.99,6.0
13.6,1960.252,170.116,3.004,6.006,1.08e-07,6.04e-09,128.96,107.19,100.61,270.01,6.0
14.7,1961.302,149.413,3.0847,5.9748,1.08e-07,6.06e-09,128.96,107.19,100.61,270.0,6.0
15.7,1962.34,156.983,2.9843,6.006,1.08e-07,6.12e-09,128.96,107.2,100.61,270.01,6.0
16.8,1963.371,170.184,2.9533,6.1312,1.08e-07,6.07e-09,128.96,107.19,100.61,270.0,6.0
17.8,1964.426,185.388,3.0284,5.8184,1.08e-07,6.19e-09,128.96,107.2,100.61,269.99,6.0
18.9,1965.46,182.221,3.0246,6.0373,1.08e-07,6.19e-09,128.96,107.2,100.61,269.99,6.0
19.9,1966.517,177.487,2.9908,5.7245,1.08e-07,6.09e-09,128.96,107.19,100.61,270.0,6.0
20.9,1967.555,169.735,2.9861,5.8809,1.08e-07,6.04e-09,128.96,107.2,100.61,270.01,6.0
22.0,1968.61,175.598,2.9458,5.7871,1.08e-07,6.1e-09,128.96,107.2,100.61,270.01,6.0
23.0,1969.647,155.305,3.0443,5.7871,1.08e-07,6.14e-09,128.96,107.2,100.61,270.0,6.0
24.1,1970.706,179.275,2.9965,6.1312,1.08e-07,6.13e-09,128.97,107.2,100.61,269.99,6.0
25.1,1971.744,170.212,3.0255,5.8496,1.08e-07,6.08e-09,128.96,107.19,100.61,269.99,6.0
26.2,1972.777,159.088,3.0593,5.6932,1.08e-07,6.03e-09,128.97,107.2,100.61,269.99,6.0
27.2,1973.826,176.703,3.0068,5.9435,1.08e-07,6.1e-09,128.97,107.2,100.61,270.01,6.0
28.3,1974.861,181.007,3.0246,6.3501,1.08e-07,6.05e-09,128.96,107.19,100.61,270.02,6.0
29.3,1975.935,173.246,3.0105,5.7871,1.08e-07,6.06e-09,128.97,107.19,100.61,270.02,6.0
30.4,1977.007,184.218,2.9833,6.006,1.08e-07,6.17e-09,128.96,107.19,100.61,270.01,6.0
31.5,1978.062,177.895,3.0312,6.5691,1.08e-07,6.14e-09,128.97,107.2,100.61,270.0,6.0
32.5,1979.136,171.702,3.0509,5.6307,1.08e-07,6.11e-09,128.97,107.2,100.61,270.0,6.0
33.6,1980.171,179.503,3.0087,5.9435,1.08e-07,6.07e-09,128.97,107.19,100.61,270.0,6.0
34.6,1981.218,170.283,3.0265,5.7245,1.08e-07,6.1e-09,128.97,107.2,100.61,269.99,6.0
35.6,1982.257,172.399,2.9833,5.9435,1.08e-07,6.14e-09,128.96,107.2,100.61,269.99,6.0
36.7,1983.309,169.264,3.0415,5.8496,1.08e-07,6.19e-09,128.96,107.2,100.61,269.99,6.0
37.7,1984.347,179.133,3.0387,5.8496,1.08e-07,6.09e-09,128.96,107.2,100.61,270.0,6.0
38.8,1985.378,177.805,3.0152,5.7558,1.08e-07,6.17e-09,128.96,107.2,100.61,270.01,6.0
