block time,run time,fcv1_i,extraction_i,bias_i,inj_mbar,ext_mbar,inj_i,ext_i,mid_i,sext_i,x_ray_source
0.0,2409.665,201.735,3.202,5.0363,1.06e-07,7.54e-09,121.3,106.9,102.01,269.99,4.0
1.1,2410.742,198.94,3.1719,5.0989,1.06e-07,7.55e-09,121.3,106.89,102.01,270.01,3.6
2.2,2411.815,203.897,3.1804,5.1927,1.06e-07,7.5e-09,121.3,106.89,102.02,270.02,3.6
3.3,2412.901,203.169,3.248,5.0676,1.06e-07,7.56e-09,121.3,106.89,102.01,270.0,3.6
4.4,2414.029,202.824,3.1935,4.8799,1.05e-07,7.62e-09,121.3,106.88,102.01,269.99,3.6
5.5,2415.136,202.682,3.2095,4.5671,1.06e-07,7.68e-09,121.29,106.88,102.02,269.99,3.6
6.6,2416.223,204.063,3.156,5.1927,1.06e-07,7.61e-09,121.3,106.88,102.01,269.99,3.6
7.7,2417.304,202.412,3.2395,4.7548,1.05e-07,7.71e-09,121.29,106.89,102.02,270.0,3.6
8.7,2418.36,197.498,3.216,4.5671,1.06e-07,7.61e-09,121.29,106.89,102.02,270.0,3.6
9.8,2419.436,201.841,3.2189,4.5984,1.06e-07,7.55e-09,121.29,106.89,102.01,269.99,3.6
10.9,2420.517,196.902,3.1963,4.5671,1.06e-07,7.54e-09,121.29,106.89,102.02,270.0,4.0
12.0,2421.597,200.704,3.1907,5.2866,1.07e-07,7.61e-09,121.29,106.89,102.01,270.0,4.0
13.0,2422.654,200.034,3.2076,4.5358,1.06e-07,7.68e-09,121.28,106.89,102.01,269.99,4.0
14.1,2423.733,187.485,3.2142,5.2553,1.06e-07,7.62e-09,121.28,106.89,102.01,270.0,4.0
15.2,2424.813,198.638,3.2085,5.1614,1.06e-07,7.71e-09,121.28,106.89,102.01,269.99,4.0
16.3,2425.894,195.758,3.186,5.2553,1.05e-07,7.61e-09,121.28,106.89,102.01,270.01,4.0
17.3,2426.969,200.277,3.1963,5.2553,1.06e-07,7.55e-09,121.27,106.89,102.01,270.0,4.0
18.5,2428.108,202.547,3.2142,4.7861,1.06e-07,7.54e-09,121.27,106.89,102.01,269.99,4.0
19.6,2429.205,199.565,3.248,4.8173,1.06e-07,7.6e-09,121.28,106.89,102.01,269.99,4.0
20.6,2430.269,203.258,3.2067,4.7235,1.06e-07,7.54e-09,121.27,106.89,102.01,269.99,3.6
21.7,2431.358,203.84,3.216,5.005,1.06e-07,7.61e-09,121.27,106.89,102.02,270.0,3.6
22.8,2432.428,203.174,3.2226,5.5055,1.06e-07,7.67e-09,121.27,106.89,102.01,270.01,3.6
23.9,2433.519,196.412,3.2104,4.8486,1.05e-07,7.62e-09,121.28,106.89,102.01,270.01,3.6
25.0,2434.639,203.456,3.1457,5.005,1.06e-07,7.55e-09,121.28,106.89,102.01,269.99,3.6
26.1,2435.735,198.265,3.2198,4.9738,1.06e-07,7.58e-09,121.28,106.89,102.02,269.99,3.6
27.2,2436.814,200.182,3.2114,4.9425,1.05e-07,7.53e-09,121.28,106.89,102.02,269.99,3.6
28.3,2437.894,201.552,3.1823,4.9425,1.06e-07,7.54e-09,121.28,106.89,102.02,270.0,3.6
29.3,2438.954,202.568,3.217,4.5984,1.04e-07,7.63e-09,121.28,106.89,102.01,270.01,3.6
30.4,2440.032,200.261,3.2029,5.0363,1.06e-07,7.71e-09,121.28,106.89,102.01,270.0,3.6
31.5,2441.123,205.91,3.2001,4.8173,1.06e-07,7.61e-09,121.28,106.9,102.01,269.99,4.0
32.6,2442.197,203.888,3.2189,4.7235,1.06e-07,7.52e-09,121.29,106.89,102.01,269.99,4.0
33.6,2443.257,200.84,3.1926,4.8173,1.05e-07,7.62e-09,121.28,106.89,102.01,269.99,4.0
34.7,2444.35,196.388,3.186,5.224,1.06e-07,7.55e-09,121.29,106.89,102.01,270.0,4.0
35.8,2445.428,192.09,3.2245,4.8486,1.06e-07,7.55e-09,121.28,106.89,102.02,270.01,4.0
36.9,2446.508,200.095,3.2217,5.1302,1.06e-07,7.6e-09,121.28,106.89,102.01,270.0,4.0
37.9,2447.567,199.373,3.2179,5.1927,1.06e-07,7.71e-09,121.28,106.89,102.02,269.99,4.0
39.0,2448.644,200.815,3.2132,5.0363,1.06e-07,7.6e-09,121.28,106.89,102.01,269.99,4.0
40.1,2449.723,195.904,3.2151,4.5671,1.06e-07,7.54e-09,121.28,106.89,102.01,269.99,4.0
41.2,2450.798,201.852,3.201,5.0989,1.05e-07,7.6e-09,121.28,106.89,102.01,270.0,4.0
42.2,2451.866,196.938,3.1785,4.7235,1.05e-07,7.54e-09,121.28,106.89,102.01,270.01,4.0
43.3,2452.949,199.715,3.1766,5.005,1.06e-07,7.54e-09,121.28,106.89,102.02,270.0,4.0
44.4,2454.025,198.95,3.1701,4.9112,1.06e-07,7.61e-09,121.27,106.89,102.01,269.99,4.0
45.5,2455.108,202.686,3.2104,5.1927,1.06e-07,7.68e-09,121.27,106.89,102.01,270.0,4.0
46.5,2456.169,199.756,3.1926,4.9738,1.06e-07,7.62e-09,121.28,106.89,102.01,270.0,4.0
47.6,2457.244,202.326,3.2038,4.4733,1.06e-07,7.52e-09,121.28,106.89,102.01,269.99,4.0
48.7,2458.344,201.839,3.1963,5.2866,1.06e-07,7.62e-09,121.28,106.89,102.01,270.0,4.0
49.8,2459.418,189.687,3.2207,5.1927,1.05e-07,7.53e-09,121.28,106.89,102.01,270.01,4.0
50.9,2460.493,202.797,3.2114,4.9112,1.06e-07,7.53e-09,121.28,106.89,102.01,270.01,3.6
51.9,2461.553,201.123,3.2038,5.2866,1.06e-07,7.59e-09,121.28,106.89,102.01,270.01,3.6
53.0,2462.628,204.296,3.1973,5.0989,1.06e-07,7.71e-09,121.28,106.89,102.01,269.99,3.6
54.1,2463.713,206.584,3.1935,5.1927,1.06e-07,7.6e-09,121.28,106.89,102.01,269.99,3.6
55.2,2464.832,209.675,3.2367,4.9425,1.06e-07,7.68e-09,121.28,106.89,102.02,269.99,3.6
56.3,2465.941,200.507,3.2095,4.9738,1.05e-07,7.63e-09,121.28,106.89,102.01,270.0,3.6
57.4,2467.016,197.31,3.202,4.9112,1.06e-07,7.53e-09,121.28,106.89,102.01,270.01,3.6
58.5,2468.113,198.069,3.1794,5.1614,1.06e-07,7.54e-09,121.28,106.89,102.01,270.0,3.6
59.6,2469.199,198.805,3.201,4.9738,1.06e-07,7.6e-09,121.29,106.89,102.01,269.99,3.6
