block time,run time,fcv1_i,extraction_i,bias_i,inj_mbar,ext_mbar,inj_i,ext_i,mid_i,sext_i,x_ray_source
0.0,2766.769,186.735,3.277,3.4722,1.02e-07,6.94e-09,130.0,96.99,107.01,270.0,2.4
1.1,2767.885,186.183,3.2864,3.5348,1.02e-07,6.89e-09,130.02,96.99,107.01,270.0,2.4
2.3,2769.024,184.606,3.2724,3.5348,1.02e-07,6.93e-09,130.01,96.99,107.01,270.0,2.4
3.3,2770.081,181.181,3.2949,3.5348,1.02e-07,7e-09,130.0,96.99,107.01,270.0,2.4
4.4,2771.166,186.985,3.2939,3.441,1.02e-07,7.05e-09,130.0,97.0,107.01,270.0,2.4
5.5,2772.24,182.144,3.2911,3.5035,1.02e-07,6.96e-09,130.0,97.0,107.01,270.0,2.4
6.6,2773.303,186.059,3.2827,3.4722,1.02e-07,7.02e-09,130.0,97.0,107.01,270.0,2.4
7.7,2774.39,185.251,3.2761,3.5348,1.02e-07,6.98e-09,130.0,97.0,107.01,270.0,2.4
8.7,2775.46,185.814,3.2817,3.5661,1.02e-07,6.92e-09,130.0,97.01,107.01,270.01,2.4
9.8,2776.538,185.624,3.2846,3.441,1.02e-07,6.93e-09,130.0,97.01,107.01,270.0,2.4
10.9,2777.601,188.487,3.2874,3.5348,1.02e-07,7e-09,130.0,97.01,107.01,270.0,2.4
11.9,2778.676,184.933,3.2799,3.3784,1.02e-07,7.05e-09,130.0,97.02,107.02,269.99,2.4
13.0,2779.755,184.604,3.2799,3.5348,1.02e-07,6.99e-09,130.0,97.02,107.01,270.0,2.4
14.1,2780.872,185.552,3.2789,3.4722,1.02e-07,7.05e-09,130.0,97.02,107.01,270.0,2.4
15.3,2781.992,185.334,3.2733,3.5035,1.02e-07,6.95e-09,130.0,97.02,107.01,270.0,2.4
16.4,2783.096,178.595,3.278,3.5035,1.02e-07,6.9e-09,130.0,97.02,107.01,270.01,2.4
17.4,2784.176,180.926,3.2977,3.3784,1.02e-07,6.94e-09,130.0,97.02,107.01,269.99,2.4
18.5,2785.245,179.666,3.2808,3.4722,1.02e-07,7.02e-09,130.0,97.02,107.01,269.99,2.4
19.6,2786.301,183.365,3.2883,3.5035,1.02e-07,6.93e-09,130.0,97.01,107.01,270.0,2.4
20.6,2787.387,185.256,3.2939,3.4722,1.02e-07,7.01e-09,130.0,97.01,107.01,270.01,2.4
