block time,run time,fcv1_i,extraction_i,bias_i,inj_mbar,ext_mbar,inj_i,ext_i,mid_i,sext_i,x_ray_source
0.0,3874.327,128.115,3.0481,5.5368,1.07e-07,6.39e-09,119.98,110.0,107.02,270.0,2.8
1.1,3875.386,108.73,3.064,5.5368,1.06e-07,6.34e-09,119.97,110.0,107.02,270.0,2.8
2.2,3876.467,116.258,2.9664,5.3804,1.07e-07,6.36e-09,119.98,110.0,107.02,270.0,2.8
3.3,3877.544,126.028,2.9805,5.2553,1.07e-07,6.23e-09,119.97,110.0,107.01,269.99,2.8
4.3,3878.625,126.718,3.0415,5.1614,1.07e-07,6.26e-09,119.99,110.0,107.01,270.0,2.8
5.4,3879.683,117.407,3.0359,5.5368,1.06e-07,6.31e-09,119.98,110.0,107.01,270.0,2.8
6.5,3880.761,125.368,3.0199,5.224,1.07e-07,6.32e-09,119.97,110.0,107.01,270.0,2.8
7.5,3881.831,121.005,3.034,5.1927,1.07e-07,6.35e-09,119.98,110.0,107.02,270.0,2.8
8.6,3882.896,104.93,3.0115,5.0989,1.07e-07,6.33e-09,119.98,110.0,107.01,269.99,2.8
9.7,3883.979,123.289,2.9786,5.0676,1.08e-07,6.38e-09,119.99,110.0,107.01,270.0,2.8
10.8,3885.077,118.73,3.0453,5.0363,1.07e-07,6.3e-09,119.98,110.0,107.01,270.0,2.8
11.9,3886.192,98.0,3.0368,5.5055,1.07e-07,6.22e-09,119.98,110.0,107.01,270.0,2.8
13.0,3887.289,108.834,2.9805,5.224,1.07e-07,6.26e-09,119.98,110.0,107.01,270.0,2.8
14.1,3888.37,119.138,2.9617,5.3804,1.07e-07,6.34e-09,119.99,110.0,107.01,270.0,2.8
15.2,3889.447,127.971,3.0312,5.224,1.08e-07,6.3e-09,119.99,110.0,107.01,269.99,2.8
16.3,3890.534,113.736,3.0396,5.4743,1.07e-07,6.36e-09,119.99,110.0,107.01,269.99,2.8
17.3,3891.615,125.791,2.9758,5.3804,1.07e-07,6.35e-09,119.99,110.0,107.01,270.0,2.8
18.4,3892.677,127.383,2.9899,5.4117,1.07e-07,6.25e-09,119.99,110.0,107.01,270.01,2.8
19.5,3893.76,126.044,3.049,5.3804,1.07e-07,6.24e-09,119.99,110.0,107.01,270.0,2.8
20.6,3894.846,119.334,3.0293,4.9425,1.07e-07,6.25e-09,120.0,110.0,107.01,269.99,2.8
21.6,3895.925,127.121,2.957,5.3804,1.06e-07,6.24e-09,120.0,110.0,107.02,269.99,2.8
22.7,3896.994,111.57,2.9655,5.2553,1.08e-07,6.24e-09,120.01,110.0,107.01,269.99,2.8
23.8,3898.083,116.934,2.9871,5.3491,1.07e-07,6.37e-09,120.01,110.0,107.01,270.0,2.4
24.9,3899.167,129.022,2.9617,5.3491,1.06e-07,6.34e-09,120.01,110.0,107.01,270.0,2.4
26.0,3900.241,115.541,3.0396,5.2553,1.08e-07,6.27e-09,120.01,110.0,107.01,270.01,2.4
27.0,3901.319,116.856,2.9711,5.3491,1.07e-07,6.26e-09,120.01,110.0,107.01,270.0,2.4
28.1,3902.38,116.561,2.9777,5.3179,1.07e-07,6.28e-09,120.01,110.0,107.01,269.99,2.4
29.2,3903.463,113.12,3.0284,5.3491,1.07e-07,6.25e-09,120.01,110.0,107.02,269.99,2.4
30.3,3904.56,111.161,2.9533,5.5055,1.06e-07,6.28e-09,120.01,110.0,107.01,270.0,2.4
31.4,3905.639,124.505,2.942,5.5055,1.06e-07,6.34e-09,120.01,110.0,107.01,270.0,2.4
32.4,3906.698,109.816,2.9983,5.0363,1.07e-07,6.32e-09,120.01,110.0,107.01,270.01,2.4
33.5,3907.779,117.992,3.0321,5.3179,1.05e-07,6.28e-09,120.01,110.0,107.01,270.0,2.4
34.6,3908.867,118.958,3.0162,5.4743,1.07e-07,6.23e-09,120.0,110.0,107.01,269.99,2.8
35.7,3909.98,107.336,3.0359,5.4117,1.07e-07,6.27e-09,120.0,110.0,107.01,269.99,2.8
