block time,run time,fcv1_i,extraction_i,bias_i,inj_mbar,ext_mbar,inj_i,ext_i,mid_i,sext_i,x_ray_source
0.1,10950.843,155.632,2.393,5.1302,1.04e-07,5.53e-09,124.76,110.0,95.0,269.99,12.0
1.2,10951.958,169.906,2.4052,3.6287,1.04e-07,5.59e-09,124.76,110.0,95.0,270.0,12.0
2.3,10953.079,156.659,2.4747,3.8163,1.04e-07,5.52e-09,124.76,109.99,95.0,270.01,12.0
3.4,10954.194,140.633,2.3461,4.8486,1.04e-07,5.64e-09,124.76,110.0,95.0,270.01,12.0
4.5,10955.307,148.892,2.4137,3.9727,1.05e-07,5.62e-09,124.76,110.0,95.0,270.0,12.0
5.7,10956.45,182.192,2.3292,4.442,1.04e-07,5.52e-09,124.75,109.99,95.0,269.99,12.0
6.8,10957.576,138.575,2.3311,3.6599,1.04e-07,5.6e-09,124.76,110.0,95.0,269.99,12.0
7.9,10958.692,167.779,2.379,4.9425,1.04e-07,5.54e-09,124.76,110.01,95.0,269.99,12.0
9.0,10959.813,142.336,2.4615,3.8163,1.04e-07,5.5e-09,124.76,110.0,95.0,269.99,12.0
10.2,10960.961,152.743,2.3921,4.3168,1.05e-07,5.57e-09,124.76,110.0,95.0,270.0,12.0
11.3,10962.086,141.786,2.4249,3.7225,1.05e-07,5.45e-09,124.75,110.0,95.0,270.0,12.0
12.4,10963.206,141.381,2.2354,4.4107,1.04e-07,5.5e-09,124.75,110.01,95.0,270.0,12.0
13.6,10964.349,165.436,2.4278,3.6287,1.04e-07,5.63e-09,124.76,110.01,95.0,270.0,12.0
14.7,10965.456,158.748,2.2879,4.5984,1.04e-07,5.62e-09,124.76,110.0,95.0,270.0,12.0
15.8,10966.581,168.411,2.379,5.0363,1.04e-07,5.66e-09,124.76,110.0,95.0,270.0,12.0
16.9,10967.689,173.692,2.2495,4.8799,1.04e-07,5.65e-09,124.76,110.0,95.0,269.99,12.0
18.0,10968.801,171.222,2.4306,3.5974,1.05e-07,5.55e-09,124.76,110.0,95.0,270.0,12.0
19.1,10969.913,154.788,2.3818,4.4107,1.05e-07,5.54e-09,124.76,110.0,95.0,270.0,12.0
20.3,10971.05,159.565,2.3395,4.2543,1.05e-07,5.55e-09,124.76,110.0,95.0,270.0,12.0
21.4,10972.181,153.871,2.4071,4.0666,1.04e-07,5.5e-09,124.76,110.0,95.0,270.0,12.0
22.5,10973.294,171.349,2.3893,4.9425,1.04e-07,5.61e-09,124.76,110.0,95.0,270.0,12.0
23.6,10974.43,162.778,2.3001,4.0666,1.04e-07,5.63e-09,124.75,110.0,95.0,269.99,12.0
24.8,10975.551,152.729,2.4324,3.6599,1.05e-07,5.51e-09,124.76,110.0,95.0,269.99,12.0
25.9,10976.675,150.473,2.409,4.4733,1.05e-07,5.68e-09,124.76,110.0,95.0,270.0,12.0
27.0,10977.79,159.342,2.4156,4.004,1.05e-07,5.64e-09,124.76,110.0,95.0,270.0,12.0
28.1,10978.915,156.589,2.2382,4.7861,1.04e-07,5.51e-09,124.75,110.0,95.0,269.99,12.0
29.3,10980.052,143.837,2.3283,3.8476,1.05e-07,5.61e-09,124.76,110.0,95.0,270.0,12.0
30.4,10981.18,140.724,2.5141,4.0979,1.05e-07,5.61e-09,124.75,110.0,95.0,270.0,12.0
