block time,run time,fcv1_i,extraction_i,bias_i,inj_mbar,ext_mbar,inj_i,ext_i,mid_i,sext_i,x_ray_source
0.0,2171.523,137.528,3.018,4.8486,1.06e-07,8.94e-09,121.03,99.64,104.08,269.99,2.4
1.0,2172.556,134.143,2.9796,4.8486,1.06e-07,8.98e-09,121.04,99.65,104.09,269.99,2.4
2.1,2173.6,130.911,2.9936,4.8173,1.06e-07,8.98e-09,121.04,99.64,104.09,269.99,2.4
3.1,2174.637,125.92,3.019,4.8486,1.05e-07,8.91e-09,121.05,99.64,104.09,270.0,2.4
4.2,2175.691,136.696,3.0199,4.8799,1.06e-07,9.02e-09,121.05,99.63,104.08,270.0,2.4
5.2,2176.727,117.931,3.0368,4.8799,1.06e-07,8.89e-09,121.04,99.63,104.08,270.0,2.4
6.2,2177.759,135.422,3.0077,4.8173,1.06e-07,8.88e-09,121.04,99.63,104.08,270.0,2.4
7.3,2178.826,132.534,3.0021,4.7861,1.06e-07,8.93e-09,121.04,99.63,104.08,269.99,2.4
8.4,2179.901,128.041,2.9927,4.8486,1.06e-07,9.04e-09,121.04,99.63,104.09,269.99,2.4
9.5,2180.981,136.387,3.0396,4.7548,1.06e-07,9e-09,121.04,99.63,104.09,269.99,2.4
10.5,2182.031,132.167,3.0396,4.8486,1.06e-07,8.91e-09,121.04,99.63,104.09,270.01,2.4
11.5,2183.065,122.441,3.0096,4.8486,1.06e-07,8.89e-09,121.03,99.63,104.08,270.0,2.4
12.6,2184.109,140.267,3.0096,4.8173,1.06e-07,8.94e-09,121.03,99.63,104.08,270.0,2.0
13.6,2185.158,133.489,3.0002,4.7861,1.06e-07,8.87e-09,121.03,99.63,104.09,269.99,2.0
14.7,2186.207,125.95,3.0227,4.8173,1.06e-07,8.96e-09,121.03,99.63,104.09,269.99,2.0
15.7,2187.24,137.716,3.004,4.8173,1.06e-07,9.05e-09,121.03,99.63,104.09,269.99,2.0
16.8,2188.296,123.881,3.0237,4.9112,1.05e-07,9e-09,121.03,99.63,104.08,270.0,2.0
17.8,2189.329,130.726,3.0124,4.8173,1.06e-07,8.87e-09,121.04,99.63,104.08,270.0,2.0
18.8,2190.36,141.037,2.9983,4.9112,1.06e-07,8.9e-09,121.03,99.64,104.08,270.0,2.0
19.9,2191.419,138.892,3.0321,4.8799,1.06e-07,8.89e-09,121.04,99.63,104.08,270.0,2.0
20.9,2192.454,130.013,3.0115,4.9112,1.06e-07,9.03e-09,121.04,99.63,104.08,270.01,2.0
22.0,2193.509,132.593,3.019,4.8486,1.06e-07,8.95e-09,121.04,99.64,104.08,270.0,2.0
23.0,2194.547,137.394,3.0171,4.8173,1.06e-07,8.91e-09,121.04,99.64,104.09,269.99,2.4
24.1,2195.6,134.437,3.0237,4.8486,1.06e-07,8.88e-09,121.04,99.63,104.08,270.0,2.4
25.1,2196.638,132.954,3.0312,4.8486,1.06e-07,8.92e-09,121.04,99.63,104.08,270.0,2.4
26.2,2197.697,136.388,3.0124,4.8799,1.06e-07,8.88e-09,121.03,99.63,104.08,270.01,2.4
27.2,2198.732,122.264,3.019,4.2856,1.06e-07,8.92e-09,121.04,99.63,104.09,270.0,2.4
28.2,2199.765,132.053,3.0049,4.9112,1.06e-07,9.03e-09,121.04,99.63,104.08,269.99,2.4
29.3,2200.824,123.633,3.004,4.9112,1.06e-07,8.98e-09,121.04,99.63,104.09,270.0,2.4
30.4,2201.896,129.721,2.9927,4.8799,1.06e-07,8.93e-09,121.04,99.64,104.09,270.0,2.4
