block time,run time,fcv1_i,extraction_i,bias_i,inj_mbar,ext_mbar,inj_i,ext_i,mid_i,sext_i,x_ray_source
0.0,4937.491,156.243,2.9918,4.3481,1.08e-07,9.14e-09,120.06,105.24,107.01,270.0,2.0
1.1,4938.55,162.263,3.0096,4.2543,1.08e-07,9.14e-09,120.06,105.24,107.01,270.01,2.0
2.2,4939.628,156.571,3.0396,4.3794,1.08e-07,9.15e-09,120.05,105.24,107.01,270.01,2.0
3.3,4940.712,157.434,3.0312,4.2856,1.08e-07,9.28e-09,120.06,105.24,107.01,270.0,2.0
4.3,4941.799,153.144,2.9777,4.3168,1.08e-07,9.23e-09,120.07,105.25,107.01,269.99,2.0
5.4,4942.878,155.853,3.018,4.3168,1.08e-07,9.22e-09,120.07,105.25,107.01,269.99,2.0
6.5,4943.941,158.48,2.9664,4.3794,1.08e-07,9.26e-09,120.06,105.24,107.01,269.99,2.0
7.6,4945.017,148.6,3.0162,4.3168,1.08e-07,9.11e-09,120.06,105.25,107.01,269.99,2.0
8.6,4946.089,158.182,2.9908,4.2543,1.08e-07,9.13e-09,120.06,105.25,107.01,269.99,2.0
9.7,4947.152,157.067,3.0565,4.3794,1.08e-07,9.18e-09,120.06,105.24,107.01,270.0,2.0
10.8,4948.269,151.353,2.9664,4.3168,1.08e-07,9.26e-09,120.06,105.24,107.01,270.01,2.0
11.9,4949.393,156.785,3.0359,4.2856,1.08e-07,9.18e-09,120.06,105.24,107.01,269.99,2.0
13.1,4950.502,154.136,3.0002,4.3481,1.08e-07,9.26e-09,120.06,105.24,107.01,269.99,2.0
14.1,4951.576,154.484,2.9918,4.3794,1.08e-07,9.26e-09,120.06,105.24,107.01,269.99,2.0
15.2,4952.634,155.332,3.0011,4.2856,1.08e-07,9.18e-09,120.06,105.24,107.01,270.0,2.0
16.3,4953.703,152.508,2.9918,4.2543,1.08e-07,9.12e-09,120.06,105.24,107.01,270.01,2.0
17.3,4954.778,158.048,3.0096,4.3168,1.08e-07,9.15e-09,120.06,105.24,107.01,270.0,2.0
18.4,4955.845,154.09,2.9927,4.3481,1.08e-07,9.18e-09,120.06,105.24,107.02,270.0,2.0
19.5,4956.929,153.256,3.0218,4.3481,1.08e-07,9.19e-09,120.06,105.24,107.01,269.99,2.0
20.6,4958.002,159.974,2.9777,4.3168,1.08e-07,9.25e-09,120.06,105.24,107.01,269.99,2.0
21.6,4959.092,162.34,2.9965,4.3481,1.08e-07,9.24e-09,120.06,105.25,107.01,269.99,2.0
22.7,4960.19,160.205,2.9965,4.2856,1.08e-07,9.16e-09,120.06,105.24,107.01,270.0,2.0
23.8,4961.25,156.376,2.9871,4.2856,1.08e-07,9.14e-09,120.06,105.24,107.01,270.0,2.0
24.9,4962.332,150.755,3.0058,4.3481,1.08e-07,9.23e-09,120.06,105.24,107.01,270.0,2.0
26.0,4963.418,156.087,2.9796,4.3168,1.08e-07,9.14e-09,120.06,105.24,107.01,269.99,2.0
27.0,4964.491,157.486,3.0105,4.3794,1.08e-07,9.12e-09,120.06,105.24,107.01,270.0,2.0
28.1,4965.549,155.774,3.004,4.3481,1.08e-07,9.18e-09,120.06,105.24,107.01,270.0,2.0
29.2,4966.633,158.711,2.9993,4.3168,1.08e-07,9.27e-09,120.06,105.24,107.01,270.0,2.0
30.3,4967.711,152.867,3.018,4.3168,1.08e-07,9.2e-09,120.07,105.24,107.01,270.0,2.0
31.3,4968.787,149.97,3.0011,4.2856,1.08e-07,9.14e-09,120.06,105.24,107.01,269.99,2.0
32.4,4969.849,155.89,2.973,4.3481,1.08e-07,9.17e-09,120.06,105.24,107.01,269.99,2.0
33.5,4970.971,162.366,3.0209,4.3168,1.08e-07,9.12e-09,120.06,105.24,107.01,269.99,2.0
34.6,4972.083,159.837,3.018,4.3481,1.08e-07,9.24e-09,120.06,105.24,107.01,270.0,2.0
35.7,4973.183,158.418,3.0396,4.3168,1.08e-07,9.23e-09,120.06,105.25,107.01,270.01,2.0
36.8,4974.241,158.693,3.0077,4.3168,1.08e-07,9.23e-09,120.06,105.24,107.01,270.01,2.0
37.9,4975.312,152.564,3.003,4.3168,1.08e-07,9.14e-09,120.06,105.24,107.02,269.99,2.0
38.9,4976.396,160.652,3.0199,4.3168,1.08e-07,9.35e-09,120.06,105.24,107.01,269.99,2.0
40.0,4977.481,160.848,3.0115,4.3481,1.08e-07,9.12e-09,120.06,105.24,107.01,270.0,2.0
41.1,4978.544,157.503,2.9955,4.3168,1.08e-07,9.16e-09,120.06,105.25,107.01,270.01,2.0
42.2,4979.62,157.186,3.0011,4.2856,1.08e-07,9.21e-09,120.06,105.24,107.01,270.01,2.0
43.2,4980.694,159.802,2.9983,4.3794,1.08e-07,9.28e-09,120.06,105.24,107.01,270.01,2.0
44.3,4981.77,158.499,3.0115,4.3481,1.08e-07,9.21e-09,120.06,105.24,107.02,269.99,2.0
45.4,4982.831,157.574,3.0246,4.3481,1.08e-07,9.16e-09,120.06,105.24,107.02,269.99,2.0
