block time,run time,fcv1_i,extraction_i,bias_i,inj_mbar,ext_mbar,inj_i,ext_i,mid_i,sext_i,x_ray_source
0.0,3244.793,185.947,3.2667,3.5035,1.02e-07,1.17e-08,130.01,97.01,107.02,270.0,2.4
1.2,3245.919,186.746,3.277,3.4722,1.02e-07,1.16e-08,130.02,97.01,107.02,270.01,2.4
2.3,3247.03,186.372,3.2733,3.4097,1.02e-07,1.16e-08,130.01,97.01,107.02,270.0,2.4
3.3,3248.089,189.843,3.2639,3.5348,1.02e-07,1.17e-08,130.01,97.01,107.02,270.0,2.4
4.4,3249.163,184.693,3.263,3.5035,1.02e-07,1.16e-08,130.0,97.01,107.02,269.99,2.4
5.5,3250.246,187.206,3.2695,3.441,1.02e-07,1.15e-08,130.0,97.01,107.01,269.99,2.4
6.6,3251.325,181.47,3.2611,3.5035,1.02e-07,1.16e-08,130.0,97.01,107.01,270.0,2.4
7.6,3252.394,184.755,3.2864,3.5348,1.02e-07,1.17e-08,130.0,97.02,107.01,270.01,2.4
8.7,3253.477,186.22,3.278,3.5035,1.02e-07,1.16e-08,130.0,97.02,107.01,270.0,2.4
9.8,3254.559,184.863,3.2695,3.4097,1.02e-07,1.15e-08,130.0,97.02,107.01,270.0,2.4
10.9,3255.637,184.155,3.2686,3.5348,1.02e-07,1.16e-08,129.99,97.01,107.02,269.99,2.4
11.9,3256.696,189.594,3.2742,3.3784,1.02e-07,1.15e-08,130.0,97.01,107.02,270.0,2.0
13.0,3257.768,187.167,3.2667,3.4722,1.02e-07,1.16e-08,129.99,97.01,107.01,270.0,2.0
14.1,3258.845,184.232,3.2695,3.5035,1.02e-07,1.16e-08,130.0,97.01,107.01,270.0,2.0
15.2,3259.961,188.051,3.2648,3.3784,1.02e-07,1.17e-08,129.99,97.01,107.01,270.0,2.0
16.3,3261.072,183.357,3.263,3.441,1.02e-07,1.16e-08,130.0,97.01,107.01,269.99,2.0
17.4,3262.166,186.505,3.2789,3.5348,1.02e-07,1.17e-08,130.0,97.01,107.01,269.99,2.0
18.5,3263.243,184.162,3.2714,3.5035,1.02e-07,1.16e-08,130.0,97.01,107.01,270.0,2.0
19.6,3264.329,187.052,3.2799,3.3784,1.02e-07,1.16e-08,130.0,97.01,107.02,270.0,2.0
20.6,3265.387,187.317,3.2639,3.5661,1.02e-07,1.15e-08,130.0,97.01,107.01,269.99,2.0
21.7,3266.465,187.855,3.2761,3.5035,1.02e-07,1.15e-08,130.0,97.01,107.01,270.0,2.0
22.8,3267.54,183.669,3.2761,3.5348,1.02e-07,1.17e-08,130.01,97.01,107.01,269.99,2.0
23.9,3268.642,182.739,3.2752,3.5035,1.02e-07,1.16e-08,130.0,97.02,107.01,269.99,2.0
25.0,3269.721,184.547,3.2761,3.3784,1.02e-07,1.16e-08,130.0,97.01,107.01,270.0,2.0
26.0,3270.779,182.844,3.2648,3.4097,1.02e-07,1.16e-08,130.0,97.01,107.01,269.99,2.0
27.1,3271.86,188.681,3.2648,3.4722,1.02e-07,1.16e-08,130.0,97.01,107.01,269.99,2.0
28.2,3272.971,185.654,3.278,3.441,1.02e-07,1.16e-08,130.0,97.01,107.01,269.99,2.0
29.3,3274.08,187.995,3.2714,3.5035,1.02e-07,1.16e-08,130.0,97.01,107.01,269.99,2.0
30.4,3275.165,182.307,3.2667,3.5348,1.02e-07,1.15e-08,130.0,97.01,107.01,270.0,2.0
31.5,3276.239,184.603,3.2761,3.5348,1.02e-07,1.16e-08,130.0,97.01,107.01,270.0,2.0
32.6,3277.321,185.294,3.2517,3.5035,1.02e-07,1.17e-08,130.0,97.01,107.01,269.99,2.4
33.6,3278.39,181.819,3.2742,3.3158,1.02e-07,1.17e-08,130.0,97.01,107.01,270.0,2.4
34.7,3279.465,190.498,3.2761,3.5035,1.02e-07,1.15e-08,130.0,97.01,107.01,269.99,2.4
35.8,3280.537,183.31,3.2686,3.5035,1.02e-07,1.15e-08,130.0,97.01,107.01,269.99,2.4
36.9,3281.643,185.113,3.2752,3.441,1.02e-07,1.16e-08,130.0,97.01,107.01,270.01,2.4
38.0,3282.73,190.795,3.263,3.5035,1.02e-07,1.16e-08,130.0,97.01,107.01,270.01,2.4
39.0,3283.791,185.513,3.2808,3.4722,1.02e-07,1.16e-08,130.0,97.01,107.01,270.01,2.4
40.1,3284.867,185.361,3.2714,3.441,1.02e-07,1.16e-08,130.0,97.01,107.01,269.99,2.4
41.2,3285.941,187.606,3.2752,3.3784,1.02e-07,1.16e-08,129.99,97.01,107.01,269.99,2.4
