block time,run time,fcv1_i,extraction_i,bias_i,inj_mbar,ext_mbar,inj_i,ext_i,mid_i,sext_i,x_ray_source
0.0,1794.066,106.192,2.7872,6.6004,1.12e-07,1.02e-08,119.99,107.06,95.0,270.0,5.6
1.1,1795.162,112.257,2.668,6.7568,1.12e-07,1.02e-08,119.99,107.06,95.0,270.0,5.6
2.2,1796.239,105.303,2.6821,6.7255,1.13e-07,1.02e-08,119.99,107.07,95.0,269.99,5.6
3.3,1797.316,108.912,2.7496,6.663,1.12e-07,1.03e-08,120.0,107.07,95.0,269.99,5.6
4.4,1798.377,112.968,2.6671,6.6942,1.12e-07,1.03e-08,119.99,107.07,95.0,270.01,5.6
5.4,1799.456,112.968,2.6427,6.7255,1.12e-07,1.03e-08,120.0,107.08,95.0,270.01,5.6
6.5,1800.525,109.17,2.653,7.0696,1.12e-07,1.02e-08,119.99,107.08,95.0,270.0,5.6
7.6,1801.591,106.87,2.6624,6.6942,1.12e-07,1.03e-08,120.01,107.08,95.0,269.99,5.6
8.7,1802.679,109.293,2.7984,6.7255,1.12e-07,1.02e-08,120.01,107.08,95.0,269.99,5.6
9.7,1803.754,112.348,2.7656,6.6317,1.13e-07,1.02e-08,120.0,107.07,95.0,270.0,5.6
10.8,1804.828,103.657,2.7112,6.5691,1.13e-07,1.02e-08,120.0,107.07,95.0,270.01,5.6
11.9,1805.937,110.785,2.7825,6.6942,1.11e-07,1.03e-08,120.01,107.07,95.0,269.99,5.6
13.0,1807.06,110.145,2.699,6.5378,1.12e-07,1.03e-08,120.01,107.07,95.0,270.0,5.6
14.1,1808.156,110.014,2.7966,6.6942,1.12e-07,1.03e-08,120.0,107.07,95.0,269.99,5.6
15.2,1809.228,108.7,2.6933,6.7881,1.13e-07,1.03e-08,120.01,107.07,95.0,269.99,5.6
16.3,1810.3,93.99,2.7112,6.7881,1.12e-07,1.02e-08,120.01,107.07,95.0,269.99,5.6
17.4,1811.383,106.843,2.6586,6.7255,1.12e-07,1.02e-08,120.0,107.07,95.0,269.99,5.6
18.4,1812.461,107.747,2.7374,6.5691,1.12e-07,1.03e-08,120.01,107.07,95.0,270.0,5.6
19.5,1813.531,107.422,2.713,6.6317,1.11e-07,1.02e-08,119.99,107.07,95.0,270.0,5.6
20.6,1814.634,98.823,2.698,6.8506,1.12e-07,1.03e-08,120.0,107.07,95.0,270.01,5.6
21.7,1815.735,109.121,2.652,6.6942,1.11e-07,1.03e-08,119.99,107.08,95.0,270.0,5.6
